date,region,category,channel,units_sold,unit_price,revenue
2025-04-23,South,Electronics,Online,3,261.37,784.11
2025-12-05,South,Electronics,Online,1,289.34,405.08
2025-11-21,East,Electronics,Online,1,215.1,301.14
2025-01-29,South,Home & Kitchen,Online,6,71.2,427.2
2025-01-04,North,Electronics,Online,5,214.43,1072.15
2025-05-16,North,Clothing,In-Store,1,41.84,41.84
2025-10-05,North,Home & Kitchen,Online,1,80.99,80.99
2025-02-19,East,Sports,In-Store,5,61.79,308.95
2025-06-22,East,Electronics,Online,7,292.37,2046.59
2025-07-01,West,Clothing,Online,2,49.18,98.36
2025-11-02,North,Home & Kitchen,Online,3,80.26,337.09
2025-05-26,West,Clothing,Online,7,55.71,389.97
2025-03-31,South,Electronics,In-Store,5,240.66,1203.3
2025-12-19,North,Beauty,Online,2,29.3,82.04
2025-02-15,East,Clothing,In-Store,1,46.08,46.08
2025-03-19,North,Home & Kitchen,Online,2,93.06,186.12
2025-12-09,North,Electronics,Online,3,223.55,938.91
2025-10-26,West,Clothing,Online,6,43.33,259.98
2025-12-05,North,Clothing,Online,5,41.41,289.87
2025-02-02,East,Electronics,Online,7,248.12,1736.84
2025-01-23,West,Home & Kitchen,In-Store,1,74.92,74.92
2025-08-25,West,Sports,Online,6,61.41,368.46
2025-11-24,South,Home & Kitchen,Online,6,69.94,587.5
2025-08-16,East,Clothing,In-Store,2,42.29,84.58
2025-03-16,South,Home & Kitchen,In-Store,5,99.13,495.65
2025-02-25,North,Beauty,Online,3,30.41,91.23
2025-03-14,East,Sports,In-Store,3,70.98,212.94
2025-12-20,South,Home & Kitchen,In-Store,4,70.96,397.38
2025-06-11,East,Electronics,Online,3,306.99,920.97
2025-11-09,South,Clothing,Online,7,52.93,518.71
2025-02-24,South,Sports,In-Store,7,54.38,380.66
2025-11-05,West,Electronics,In-Store,4,244.02,1366.51
2025-08-18,North,Clothing,Online,7,52.52,367.64
2025-12-31,West,Home & Kitchen,Online,1,83.88,117.43
2025-02-05,East,Home & Kitchen,Online,4,72.92,291.68
2025-04-07,South,Clothing,Online,7,54.24,379.68
2025-09-11,South,Sports,In-Store,4,57.16,228.64
2025-06-28,North,Home & Kitchen,Online,2,98.68,197.36
2025-12-24,North,Sports,Online,3,54.29,228.02
2025-01-03,East,Home & Kitchen,In-Store,1,81.14,81.14
2025-05-03,North,Beauty,Online,7,31.97,223.79
2025-07-14,South,Electronics,Online,6,244.6,1467.6
2025-10-14,East,Clothing,Online,1,55.82,55.82
2025-09-23,East,Clothing,Online,7,42.01,294.07
2025-07-23,West,Sports,Online,7,61.58,431.06
2025-03-18,East,Electronics,Online,4,222.23,888.92
2025-05-07,South,Clothing,In-Store,3,43.64,130.92
2025-11-28,West,Sports,Online,5,53.29,373.03
2025-12-09,West,Clothing,In-Store,3,42.02,176.48
2025-01-07,East,Clothing,Online,2,47.25,94.5
2025-05-30,North,Electronics,Online,1,281.72,281.72
2025-09-08,East,Clothing,In-Store,1,42.42,42.42
2025-04-25,East,Home & Kitchen,In-Store,2,91.61,183.22
2025-09-08,South,Clothing,In-Store,1,42.66,42.66
2025-04-09,East,Electronics,Online,2,230.76,461.52
2025-08-12,East,Electronics,Online,3,262.62,787.86
2025-08-27,East,Beauty,Online,7,34.81,243.67
2025-08-22,East,Clothing,Online,4,53.2,212.8
2025-11-24,East,Electronics,Online,2,219.39,614.29
2025-06-22,East,Home & Kitchen,Online,4,74.97,299.88
2025-09-19,South,Clothing,Online,1,53.08,53.08
2025-03-23,West,Clothing,Online,4,,182.48
2025-01-30,East,Sports,Online,3,69.6,208.8
2025-01-20,North,Home & Kitchen,Online,6,90.0,540.0
2025-04-26,East,Home & Kitchen,Online,4,77.91,311.64
2025-07-01,West,Clothing,Online,2,49.18,98.36
2025-01-23,South,Sports,In-Store,2,63.3,126.6
2025-06-26,South,Home & Kitchen,In-Store,4,89.42,357.68
2025-08-06,East,Clothing,Online,3,55.43,166.29
2025-09-29,South,Beauty,Online,6,36.81,220.86
2025-05-19,North,Electronics,Online,2,229.2,458.4
2025-02-16,West,Clothing,Online,3,44.1,132.3
2025-09-03,North,Clothing,In-Store,6,39.21,235.26
2025-06-14,North,Electronics,Online,1,282.14,282.14
2025-09-07,East,Sports,In-Store,6,56.45,338.7
2025-07-19,South,Clothing,Online,7,48.79,341.53
2025-03-14,South,Beauty,Online,6,28.94,173.64
2025-08-14,South,Sports,Online,3,57.57,172.71
2025-01-02,East,Electronics,In-Store,2,250.78,501.56
2025-02-16,West,Sports,In-Store,2,71.77,143.54
2025-04-29,South,Electronics,Online,2,240.33,480.66
